Subdomain,IP,SOA-Primary-NS
moedpo.iitgn.ac.in,72.1.241.142,dnsm.iitgn.ac.in.
gateway.iitgn.ac.in,72.1.241.142,dnsm.iitgn.ac.in.
ccl.iitgn.ac.in,72.1.241.142,dns1.p02.nsone.net.
imsmail.iitgn.ac.in,72.1.241.142,dnsm.iitgn.ac.in.
design.iitgn.ac.in,192.185.129.4,dnsm.iitgn.ac.in.
cpcalendars.lists.safety.iitgn.ac.in,72.1.241.142,dnsm.iitgn.ac.in.
cpanel.lists.safety.iitgn.ac.in,72.1.241.142,dnsm.iitgn.ac.in.
conrel.iitgn.ac.in,192.185.129.4,dnsm.iitgn.ac.in.
bioe.iitgn.ac.in,192.185.129.4,dnsm.iitgn.ac.in.
beta.iitgn.ac.in,192.185.129.4,dnsm.iitgn.ac.in.
