Domain,Total Packets,Total Bytes,Total DNS Packets,Total DNS Bytes,Total Time,Total DNS Time,TTFB
'cdn-ilbanff.nitrocdn.com.',290,439157,4,624,14.560168027877808,0.008443117141723633,5.1975250244140625e-05
'js.hs-scripts.com.',21,8855,4,923,0.11428499221801758,0.013522148132324219,4.00543212890625e-05
'whatsapp.com.',33,6890,8,792,0.38654112815856934,0.04141879081726074,0.0001239776611328125
'www.whatsapp.com.',26,6335,4,551,0.9984760284423828,0.017518043518066406,4.00543212890625e-05
'whatsapp.net.',36,7053,8,792,0.3625640869140625,0.0699760913848877,0.00010204315185546875
'wikipedia.org.',36,8853,8,806,0.6994459629058838,0.20529770851135254,9.489059448242188e-05
'www.wikipedia.org.',83,90361,4,532,2.260794162750244,0.2991461753845215,4.410743713378906e-05
'en.wikipedia.org.',49,36095,4,526,1.4395179748535156,0.02685999870300293,5.507469177246094e-05
'windows.com.',16,1825,4,809,0.6042819023132324,0.09925699234008789,9.393692016601562e-05
'windows.microsoft.com.',21,6958,4,686,0.492293119430542,0.11712908744812012,5.1021575927734375e-05
'go.microsoft.com.',25,8022,4,922,0.6978790760040283,0.38570713996887207,6.413459777832031e-05
'windows.net.',21,1922,4,614,0.7961840629577637,0.22800302505493164,0.00010013580322265625
'windowsupdate.com.',4,308,4,308,0.03084588050842285,0.03084588050842285,0.00010800361633300781
'wsdvs.com.',4,276,4,276,0.26447319984436035,0.26447319984436035,7.605552673339844e-05
'xboxlive.com.',11,1345,4,628,0.526928186416626,0.06015610694885254,9.608268737792969e-05
'xiaomi.com.',20,1785,4,344,0.9078061580657959,0.07885599136352539,0.00011301040649414062
'www.mi.com.',26,11574,4,564,2.078847885131836,1.4650568962097168,7.081031799316406e-05
'i03.appmifile.com.',205,227629,4,542,2.910918951034546,0.022076129913330078,7.605552673339844e-05
'i01.appmifile.com.',121,206554,4,694,1.0561869144439697,0.04014182090759277,4.1961669921875e-05
'err.www.mi.com.',19,1914,4,907,10.334821939468384,0.27527809143066406,4.792213439941406e-05
'i02.appmifile.com.',32,11752,4,762,1.2248480319976807,0.4123830795288086,4.8160552978515625e-05
'browser.sentry-cdn.com.',41,95798,4,880,0.10134387016296387,0.012113809585571289,5.984306335449219e-05
'cdn.alsgp0.fds.api.mi-img.com.',38,67825,4,1010,0.4007408618927002,0.3077738285064697,4.982948303222656e-05
'yahoo.com.',34,8570,8,1740,1.6856598854064941,0.0752556324005127,8.392333984375e-05
'www.yahoo.com.',26,9627,4,807,0.23150300979614258,0.07602524757385254,5.316734313964844e-05
's.yimg.com.',179,1490363,4,966,2.1462931632995605,0.02021312713623047,3.719329833984375e-05
'consent.cmp.oath.com.',56,194232,4,590,0.11251688003540039,0.01744389533996582,4.38690185546875e-05
'edge-mcdn.secure.yahoo.com.',26,14742,4,836,0.07632708549499512,0.02250814437866211,4.410743713378906e-05
'yandex.net.',13,1696,4,382,1.0333812236785889,0.36929821968078613,9.417533874511719e-05
'ya.ru.',109,58346,16,1820,2.4357359409332275,0.03551340103149414,6.508827209472656e-05
'yastatic.net.',169,199258,4,464,1.4436371326446533,0.008382081985473633,3.814697265625e-05
'mc.yandex.ru.',30,7843,4,600,1.078794002532959,0.30446410179138184,3.910064697265625e-05
'yandex.ru.',13,2756,4,499,0.8082339763641357,0.26843714714050293,9.918212890625e-05
'dzen.ru.',20,7198,4,326,2.255293846130371,0.31198978424072266,4.57763671875e-05
'sso.passport.yandex.ru.',38,12821,4,466,1.9488849639892578,0.37299489974975586,2.3126602172851562e-05
'youtube.com.',37,11939,8,778,0.6082508563995361,0.12802672386169434,9.489059448242188e-05
'www.youtube.com.',794,9996770,6,2318,0.5877470970153809,0.03382611274719238,4.9114227294921875e-05
'ytimg.com.',6,384,4,276,0.09579205513000488,0.08231496810913086,7.295608520507812e-05
'yximgs.com.',13,1893,4,548,1.6352660655975342,0.5613741874694824,0.0001201629638671875
'zoom.us.',27,24889,4,361,0.7172091007232666,0.03242301940917969,5.3882598876953125e-05
'st1.zoom.us.',234,481111,4,860,36.658064126968384,0.03584599494934082,4.1961669921875e-05
'st3.zoom.us.',34,13084,4,860,1.0328538417816162,0.04857802391052246,5.602836608886719e-05
'st2.zoom.us.',76,338647,4,860,4.015530109405518,0.03509092330932617,9.512901306152344e-05
'explore.zoom.us.',189,1586088,4,760,0.6008391380310059,0.010456085205078125,4.00543212890625e-05
'www.zoom.com.',51,135971,4,396,1.164367914199829,0.045861005783081055,7.891654968261719e-05
'file-paa.zoom.us.',129,399778,4,768,10.767007112503052,0.010574102401733398,4.00543212890625e-05
'us01ccistatic.zoom.us.',49,87199,4,668,1.291538953781128,0.012190103530883789,5.698204040527344e-05
